source_page,dictionary_name,word,phonetic,part_of_speech_raw,part_of_speech_code,meaning_vi,is_subentry,example_en,example_vi,image_path,reviewed
9,Quân sự chung,arms,/ɑ:mz/,dt.,0,binh chủng,0,Vietnam People’s Navy consists of 6 arms: surface ships and submarines; naval air force; naval commandos; naval infantry; and coastal missile - artillery force.,Hải quân nhân dân Việt Nam có 6 binh chủng: Tàu mặt nước; Tàu ngầm; Không quân Hải quân; Đặc công Hải quân; Hải quân đánh bộ; Pháo binh - Tên lửa bờ.,,1
9,Quân sự chung,armycorps,/ˈɑ:mi/ /kɔ:(r)/,dt.,0,binh đoàn,0,He works at 16th Army Corps Economic- Defence Zone (16th Corporation).,Anh ấy làm việc ở Khu Kinh tế - Quốc phòng Binh đoàn 16 (Tổng công ty 16).,,1
9,Quân sự chung,AbleSeaman,/ˈeɪbl/ /ˈsi:mən/,dt.,0,binh nhất (hải quân),0,"Able Seaman Ho Van Xuan, soldier of Platoon1, Company 2, joined the army in February 2022.","(AB)Binh nhất (hải quân) Hồ Văn Xuân, chiến sĩ Trung đội 1, Đại đội 5, nhập ngũ tháng 2 năm 2022.",,1
9,Quân sự chung,Seaman,/ˈsi:mən/,dt.,0,binh nhì (hải quân),0,"Seaman Hoang Le Minh, soldier of Company 2, cuts our hair every month.","(SN)Binh nhì (hải quân) Hoàng Lê Minh, chiến sĩ Đại đội 2 cắt tóc cho chúng tôi hàng tháng.",,1
9,Quân sự chung,soldier,/ˈsəʊlʤə(r)/,dt,0,bộ đội,0,"Mass mobilization work has been boosted in the whole military over the past time, bringing a joyful atmosphere to poor villages and hamlets, thereby beautifying the image of Uncle Ho’s soldiers among local residents.","Thời gian qua, công tác vận động quần chúng được đẩy mạnh trong toàn quân, mang lại không khí vui tươi cho các thôn, bản nghèo, qua đó làm đẹp hình ảnh Bộ đội Cụ Hồ trong lòng nhân dân địa phương.",,1
10,Quân sự chung,the General Staff,/ðə/ /ˈʤenrəl/ /stɑ:f/,dt,0,Bộ Tổng Tham mưu,0,"Assisting the Minister of National Defence are Deputy Ministers of National Defence, the General Staff, the General Political Department, four general departments, seven military regions, two services,….","Giúp việc cho Bộ trưởng Bộ Quốc phòng là các Thứ trưởng, Bộ Tổng Tham mưu, Tổng cục Chính trị, 4 tổng cục, 7 quân khu, 2 quân chủng,…",,1
10,Quân sự chung,Command,/kəˈmɑ:nd/,dt.,0,Bộ Tư lệnh,0,The Coast Guard Region 2 Command held a program themed “The coast guards stand side by side with ethnic minority people”.,Bộ Tư lệnh Vùng Cảnh sát biển 2 tổ chức chương trình với chủ đề “Cảnh sát biển sát cánh cùng đồng bào các dân tộc thiểu số”.,,1
10,Quân sự chung,High Command,/haɪ/ /kəˈmɑ:nd/,dt.,0,Bộ Tư lệnh (trực thuộc Bộ Quốc phòng),0,"A conference on defending borders, waters and islands of 16 cities and provinces in central and Central Highlands regions has recently been held by the High Command of Border Guard","Vừa qua, Bộ Tư lệnh Bộ đội Biên phòng đã tổ chức Hội nghị bảo vệ biên giới, vùng biển, đảo của 16 tỉnh, thành phố miền Trung và Tây Nguyên.",,1
10,Quân sự chung,the Service Command,/ðə/ /ˈsɜ:vɪs/,dt.,0,Bộ Tư lệnh Hải quân,0,,,,1
10,Quân sự chung,arms and branches of service,/ɑ:mz/ /ənd/,dt.,0,các quân binh chủng,0,,,,1
10,Quân sự chung,,,dt.,0,căn cứ,0,,,,1
10,Quân sự chung,warning,/'wɔ:nɪŋ/,dt.,0,cảnh báo,0,,,,1
11,Quân sự chung,operational level,/ˏɒpəˈreɪʃənl/ /ˈlevl/,dt.,0,cấp chiến dịch,0,Our academy is also tasked with training tactical and operational level command and staff officers.,Học viện chúng tôi còn có nhiệm vụ đào tạo sĩ quan chỉ huy tham mưu cấp chiến thuật và chiến dịch.,,1
11,Quân sự chung,brigade level,/brɪˈɡeɪd/ /ˈlevl/,dt.,0,cấp lữ đoàn,0,"At the competition, commanders and political commissars at the brigade level competed in various military subjects, such as training, line-up regulations, shooting, politics, logistics and technical services.","Tại hội thi, các chỉ huy và chính ủy cấp lữ đoàn đã tranh tài ở nhiều môn quân sự như huấn luyện, điều lệnh đội ngũ, bắn súng, chính trị, hậu cần, và kỹ thuật.",,1
11,Quân sự chung,regimentlevel,/ˈreʤɪmənt/ /ˈlevl/,dt.,0,cấp trung đoàn,0,,,,1
11,Quân sự chung,to execute,/tə/ /ˈeksɪkju:t/,đt.,1,chấp hành,0,"As soldiers, we have the responsibility to strictly comply with the instructions and orders of our superiors.","Là người lính, chúng ta có trách nhiệm thực hiện nghiêm túc các chỉ thị và mệnh lệnh của cấp trên.",,1
11,Quân sự chung,to implement,/tə/ /ˈɪmplɪment/,đt.,1,chấp hành,0,"As soldiers, we have the responsibility to strictly comply with the instructions and orders of our superiors.","Là người lính, chúng ta có trách nhiệm thực hiện nghiêm túc các chỉ thị và mệnh lệnh của cấp trên.",,1
11,Quân sự chung,to comply with,/tə/ /kəmˈplaɪ/ /wɪð/,đt.,1,chấp hành,0,"As soldiers, we have the responsibility to strictly comply with the instructions and orders of our superiors.","Là người lính, chúng ta có trách nhiệm thực hiện nghiêm túc các chỉ thị và mệnh lệnh của cấp trên.",,1
11,Quân sự chung,to carry out,/tə/ /ˈkæri/ /aʊt/,đt.,1,chấp hành,0,"As soldiers, we have the responsibility to strictly comply with the instructions and orders of our superiors.","Là người lính, chúng ta có trách nhiệm thực hiện nghiêm túc các chỉ thị và mệnh lệnh của cấp trên.",,1
11,Quân sự chung,directive,/dəˈrektɪv/;,dt,0,chỉ thị,0,"Under the directive of President Ho Chi Minh and the command of comrade Vo Nguyen Giap, the Viet Nam Propaganda Unit of the Liberation Army, the forerunner of the VPA, was founded on the basis of revolutionary armed teams in Viet Bac on 22 December 1944 in Nguyen Binh district, Cao Bang province.","Theo chỉ thị của Chủ tịch Hồ Chí Minh và sự chỉ huy của đồng chí Võ Nguyên Giáp, Đội Việt Nam Tuyên truyền Giải phóng quân, tiền thân của QĐNDVN, được thành lập trên cơ sở các đội vũ trang cách mạng ở Việt Bắc vào ngày 22 tháng 12 năm 1944 tại huyện Nguyên Bình, tỉnh Cao Bằng.",,1
11,Quân sự chung,instructions,/ɪnˈstrʌkʃnz/,dt,0,chỉ thị chiến binh (xem chiến sĩ),0,"Under the directive of President Ho Chi Minh and the command of comrade Vo Nguyen Giap, the Viet Nam Propaganda Unit of the Liberation Army, the forerunner of the VPA, was founded on the basis of revolutionary armed teams in Viet Bac on 22 December 1944 in Nguyen Binh district, Cao Bang province.","Theo chỉ thị của Chủ tịch Hồ Chí Minh và sự chỉ huy của đồng chí Võ Nguyên Giáp, Đội Việt Nam Tuyên truyền Giải phóng quân, tiền thân của QĐNDVN, được thành lập trên cơ sở các đội vũ trang cách mạng ở Việt Bắc vào ngày 22 tháng 12 năm 1944 tại huyện Nguyên Bình, tỉnh Cao Bằng.",,1
11,Quân sự chung,warsituation,/wɔ:(r)/ /ˏsɪtʃuˈeɪʃn/;,dt,0,chiến cuộc,0,They are still following the war situation in Ukraine.,Họ vẫn đang theo dõi chiến cuộc ở U-krai-na.,,1
11,Quân sự chung,warcomplexion,/wɔ:(r)/ /kəmˈplekʃn/,dt,0,chiến cuộc,0,They are still following the war situation in Ukraine.,Họ vẫn đang theo dõi chiến cuộc ở U-krai-na.,,1
11,Quân sự chung,campaign,/kæmˈpeɪn/,dt.,0,chiến dịch,0,"To prepare for the campaign, they have mobilized 55.000 troops","Để chuẩn bị cho chiến dịch, họ đã huy động 55.000 quân.",,1
11,Quân sự chung,combattrench,/ˈkɒmbæt/ /trentʃ/;,dt.,0,chiến hào,0,,,,1
12,Quân sự chung,strategy,/ˈstrætəʤi/,dt,0,chiến lược,0,Viet Nam builds its military potential according to a unified strategy as required by the tasks of national   defence and construction.,"Việt Nam xây dựng tiềm lực quân sự theo chiến lược thống nhất, phù hợp với yêu cầu, nhiệm vụ xây và bảo vệ Tổ quốc.",,1
12,Quân sự chung,combatant,/ˈkɒmbətənt/;,dt,0,chiến sĩ,0,,,,1
12,Quân sự chung,soldier,/ˈsəʊlʤə/;,dt,0,chiến sĩ,0,,,,1
12,Quân sự chung,fighter,/ˈfaɪtə(r)/;,dt,0,chiến sĩ,0,,,,1
12,Quân sự chung,warrior,/ˈwɒriə(r)/;,dt,0,chiến sĩ,0,,,,1
12,Quân sự chung,militant,/ˈmɪlɪtənt/,dt,0,chiến sĩ,0,,,,1
12,Quân sự chung,militiaman,/məˈlɪʃəmən/,dt,0,chiến sĩ dân quân,0,"Overcoming difficulties, the militiamen are trying their best to gain best results, meeting all task requirements.","Vượt qua khó khăn, các chiến sĩ dân quân đang nỗ lực phấn đấu, giành kết quả cao nhất, đáp ứng mọi yêu cầu nhiệm vụ.",,1
12,Quân sự chung,victory,/ˈvɪktərɪ/,dt,0,chiến thắng,0,The Mau Than victory demonstrates the will and unyielding strength of the Vietnamese nation,Chiến thắng Mậu Thân biểu hiện ý chí và sức mạnh quật cường của dân tộc Việt Nam.,,1
12,Quân sự chung,tactics,/ˈtæktɪks/,dt,0,chiến thuật,0,We will use ambush tactics to deal with the enemy.,Chúng ta sẽ sử dụng chiến thuật phục kích để đối phó địch.,,1
12,Quân sự chung,guerrilla warfare,/ɡəˈrɪlə/ /ˈwɔ:feə(r)/,dt,0,chiến tranh du kích,0,"From a ""bare head and bare feet"" army and paramilitary teams, the VPA has constantly grown, developing from guerrilla warfare to maneuver warfare,....","Từ một đội quân “đầu trần chân đất” và các đội bán quân sự, Quân đội nhân dân Việt Nam đã không ngừng lớn mạnh, phát triển từ du kích chiến tiến lên vận động chiến,….",,1
12,Quân sự chung,navalwarfare,/ˈneɪvl/ /ˈwɔ:feə(r)/,dt,0,chiến tranh dùng lực lượng hải quân,0,,,,1
12,Quân sự chung,regular,/ˈreɡjələ(r)/,dt,0,chính quy,0,"The Navy has been built and developed in the ""revolutionary, regular, highly-skilled and modernised"" direction.","Quân chủng Hải quân được xây dựng và phát triển theo hướng “cách mạng, chính quy, tinh nhuệ và hiện đại”.",,1
12,Quân sự chung,politicalofficer,/pəˈlɪtɪkl/ /ˈɒfɪsə(r)/;,dt,0,chính trị viên,0,,,,1
12,Quân sự chung,politicalinstructor,/pəˈlɪtɪkl/ /ɪnˈstrʌktə(r)/,dt,0,chính trị viên,0,,,,1
13,Quân sự chung,politicalcommissar,/pəˈlɪtɪkl/ /ˏkɒmɪˈsɑ:(r)/,dt,0,chính ủy,0,Our brigade has officially had the new political commissar.,Lữ đoàn chúng tôi đã chính thức có chính ủy mới.,,1
13,Quân sự chung,sovereignty,/ˈsɒvrənti/,dt,0,chủ quyền,0,"The Viet Nam’s People Navy is the core service in protecting sovereignty, sovereign rights, territorial unity and integrity of Viet Nam’s seas and islands.","Quân chủng Hải quân là lực lượng nòng cốt trong sự nghiệp bảo vệ chủ quyền, quyền chủ quyền, thống nhất và toàn ven lãnh thổ trên các vùng biển, đảo của Việt Nam.",,1
13,Quân sự chung,Rear Admiral,/rɪə(r)/ /ˈædmərəl/ (RAML),dt,0,Chuẩn Đô đốc,0,,,,1
13,Quân sự chung,voyage,/ˈvɔɪɪʤ/,dt,0,chuyến đi biển,0,,"Tàu khu trục 012-Lý Thái Tổ của Hải quân Nhân dân Việt Nam đã cập Cảng Quân sự Cam Ranh, tỉnh",,1
13,Quân sự chung,ensign,/ˈensən/,dt,0,cờ hiệu,0,A naval ensign is an ensign (maritime flag) used by naval ships of various countries to denote their nationality.,Cờ hiệu hải quân là một cờ hiệu (cờ hàng hải) được sử dụng bởi các tàu hải quân của các quốc gia khác nhau để biểu thị quốc tịch của họ.,assets/images/words/ensign_p13.png,1
13,Quân sự chung,body,/ˈbɒdi/,dt.,0,cơ quan,0,Units and bodies of military regions are to be built into comprehensively strong organisations with high combat capabilities.,"Các đơn vị và cơ quan của quân khu được xây dựng thành tổ chức vững mạnh toàn diện, có năng lực chiến đấu cao.",,1
13,Quân sự chung,defence worker,/dɪˈfens/ /ˈwɜ:kə(r)/,dt.,0,công nhân quốc phòng,0,,,,1
13,Quân sự chung,fortification,/ˏfɔ:tɪfɪˈkeɪʃn/,dt,0,công sự,0,There are 100 solid concrete fortifications.,Có 100 công sự bê tông kiên cố.,,1
13,Quân sự chung,complexion,/kəmˈplekʃn/,dt,0,cục diện,0,,,,1
14,Quân sự chung,,,,,"cuộc (mảnh vỡ từ đầu mục ""cuộc (sự) hành quân"", không khôi phục được thành mục riêng)",0,,,,0
14,Quân sự chung,march,/mɑ:tʃ/,dt,0,hành quân cuộc chiến đấu (xem trận chiến),0,Their march tonight will last about three hours.,Cuộc hành quân tối nay của họ sẽ kéo dài khoảng 3 tiếng.,,1
14,Quân sự chung,war,/wɔ:(r)/,dt,0,cuộc chiến tranh cuộc công kích (xem cuộc tấn công),0,Viet Nam has suffered from heavy consequences of past wars.,Việt Nam đã phải gánh chịu hậu quả nặng nề của các cuộc chiến tranh trong quá khứ.,,1
14,Quân sự chung,exercise,/ˈeksəsaɪz/,dt,0,cuộc diễn tập,0,,"(quy mô nhỏ, không có thực binh)",,1
14,Quân sự chung,war game,,dt,0,cuộc diễn tập,0,,"(quy mô nhỏ, không có thực binh)",,1
14,Quân sự chung,raid,/reɪd/,dt,0,cuộc đột kích,0,10 soldiers were injured after the raid last night.,10 chiến sĩ đã bị thương sau vụ đột kích tối qua.,,1
14,Quân sự chung,sudden attack,/ˈsʌdn/ /əˈtæk/,dt,0,cuộc đột kích,0,10 soldiers were injured after the raid last night.,10 chiến sĩ đã bị thương sau vụ đột kích tối qua.,,1
14,Quân sự chung,surprise attack,/səˈpraɪz/ /əˈtæk/,dt,0,cuộc đột kích,0,10 soldiers were injured after the raid last night.,10 chiến sĩ đã bị thương sau vụ đột kích tối qua.,,1
14,Quân sự chung,attack,/əˈtæk/,dt.,0,cuộc tấn công,0,Artillery force taking part in the 1968 Spring General Offensive and Uprising included various types at all levels.,Lực lượng pháo binh tham gia Cuộc tổng tiến công và nổi dậy mùa xuân năm 1968 bao gồm nhiều loại hình ở tất cả các cấp,,1
14,Quân sự chung,offensive,/əˈfensɪv/,dt.,0,cuộc tấn công,0,Artillery force taking part in the 1968 Spring General Offensive and Uprising included various types at all levels.,Lực lượng pháo binh tham gia Cuộc tổng tiến công và nổi dậy mùa xuân năm 1968 bao gồm nhiều loại hình ở tất cả các cấp,,1
14,Quân sự chung,assault,/əˈsɔ:lt/,dt.,0,cuộc tấn công,0,Artillery force taking part in the 1968 Spring General Offensive and Uprising included various types at all levels.,Lực lượng pháo binh tham gia Cuộc tổng tiến công và nổi dậy mùa xuân năm 1968 bao gồm nhiều loại hình ở tất cả các cấp,,1
14,Quân sự chung,political platform,/pəˈlɪtɪkl/ /ˈplætfɔ:m/,dt,0,cương lĩnh,0,"The Communist Party of Vietnam exercises its national defence leadership through its political platforms, guidelines, strategies and directions for policies on national defence.","Đảng Cộng sản Việt Nam thực hiện vai trò lãnh đạo quốc phòng của mình thông qua cương lĩnh, đường lối, chiến lược, các định hướng về chính sách quốc phòng.",,1
15,Quân sự chung,guerilla,/ɡəˈrɪlə/,dt.,0,du kích,0,"The Militia and Self-Defence Force expanded the guerrilla bases, and restrained enemy forces.",Lực lượng dân quân tự vệ đã mở rộng căn cứ du kích và kiềm chế lực lượng địch.,,1
15,Quân sự chung,guerrilla,/ɡəˈrɪlə/,dt.,0,du kích,0,"The Militia and Self-Defence Force expanded the guerrilla bases, and restrained enemy forces.",Lực lượng dân quân tự vệ đã mở rộng căn cứ du kích và kiềm chế lực lượng địch.,,1
15,Quân sự chung,company,/ˈkᴧmpəni/,dt,0,đại đội,0,"Company 2, Battalion 1 achieved good results in the graduation exam.","Đại đội 2, Tiểu đoàn 1 đạt kết quả cao trong kỳ thi tốt nghiệp.",,1
15,Quân sự chung,senior captain,/ˈsi:niə(r)/ /ˈkӕptɪn/,dt,0,đại tá hải quân,0,Senior captain Trần Văn An has served in the Vietnamese People’s Navy for 28 years.,(Sr CAPT) Đại tá Trần Văn An đã phục vụ trong lực lượng Hải quân Nhân dân Việt Nam được 28 năm.,,1
15,Quân sự chung,senior lieutenant,/ˈsi:niə/ /lef ˈtenənt/,dt,0,đại úy hải quân,0,,(Sr LT),,1
15,Quân sự chung,civil defence,/ˈsɪvl/ /dɪˈfens/,dt,0,dân phòng,0,"Provinces and cities carry out civil defence activities and make preparations in every aspect to promptly respond to defence, security emergencies, armed conflicts and wars.","Các tỉnh, thành phố thực hiện công tác dân phòng (phòng thủ dân sự) và chuẩn bị mọi mặt để kịp thời ứng phó với các tình huống khẩn cấp về quốc phòng, an ninh, xung đột vũ trang và chiến tranh.",,1
15,Quân sự chung,islet,/ˈaɪlət/,dt,0,đảo nhỏ,0,,,,1
15,Quân sự chung,land,/lænd/,dt,0,đất liền,0,Viet Nam has made unceasing and serious efforts to exercise all of its agreements on land border with neighboring countries.,Việt Nam đã nỗ lực không ngừng và nghiêm túc thực hiện đầy đủ các thỏa thuận về biên giới trên đất liền với các nước láng giềng.,,1
15,Quân sự chung,to go soldiering,/tə/ /ɡəʊ/ /ˈsəʊlʤərɪŋ/,đt,1,đi lính,0,He will go soldiering next year.,Anh ấy sẽ đi lính vào năm tới.,,1
15,Quân sự chung,to join the army,/tə/ /ʤɔɪn/ /ði/ /ˈɑ:mi/,đt,1,đi lính,0,He will go soldiering next year.,Anh ấy sẽ đi lính vào năm tới.,,1
15,Quân sự chung,to go into the army,/tə/ /ɡəʊ/ /ɪntə/ /ði/ /ˈɑ:mi/,đt,1,đi lính,0,He will go soldiering next year.,Anh ấy sẽ đi lính vào năm tới.,,1
15,Quân sự chung,Party regulation,/ˈpɑ:ti/  /ˏreɡjuˈleɪʃn/,dt,0,Điều lệ Đảng,0,,,,1
16,Quân sự chung,Admiral,/ˈædmərəl/,dt,0,Đô đốc,0,"Currently, Admiral Hari Kumar, the Chief of Naval Staff, Indian Navy and his wife are also visiting and working in Vietnam.","(ADML)Hiện tại, Đô đốc Hari Kumar, Tư lệnh Hải quân Ấn Độ cùng Phu nhân cũng đang có chuyến thăm và làm việc tại Việt Nam.",,1
16,Quân sự chung,beach,/biːʧ/,dt,0,đoạn đường biển có đổ bộ (phòng thủ khu vực đổ bộ bờ biển) (dt.),0,,,,1
16,Quân sự chung,to relieve,/tə/ /rɪˈliːv/,đt,1,đổi ca (trực),0,"When my coworker arrived at work, he relieved me from my shift.","Khi đồng nghiệp của tôi đến làm việc, cậu ấy đổi ca cho tôi.",,1
16,Quân sự chung,formation,/fɔ:ˈmeɪʃn/,dt,0,"đội hình (cách bố trí) (quân, tàu,…)",0,Formation of naval surface warships is very important.,Cách bố trí đội hình tàu chiến mặt nước của hải quân là rất quan trọng.,,1
16,Quân sự chung,fleet,,dt,0,đội tàu (nhỏ),0,,,assets/images/words/fleet_p16.png,1
16,Quân sự chung,deck crew,/dek/ /kru:/,dt,0,đội thủy thủ boong,0,,,assets/images/words/deck_crew_p16.png,1
16,Quân sự chung,unit,/ˈju:nɪt/,dt,0,đơn vị,0,He is the commander of my unit.,Ông ấy là chỉ huy của đơn vị tôi.,,1
16,Quân sự chung,comrade,/ˈkɒmreɪd/,dt,0,đồng chí,0,"Under the directive of President Ho Chi Minh and the command of comrade Vo Nguyen Giap, the Viet Nam Propaganda Unit of the Liberation Army, the forerunner of the VPA, was founded on the basis of revolutionary armed teams in Viet Bac on 22 December 1944 in Nguyen Binh district, Cao Bang province.","Theo chỉ thị của Chủ tịch Hồ Chí Minh và sự chỉ huy của đồng chí Võ Nguyên Giáp, Đội Việt Nam Tuyên truyền Giải phóng quân, tiền thân của QĐNDVN, được thành lập trên cơ sở các đội vũ trang cách mạng ở Việt Bắc vào ngày 22 tháng 12 năm 1944 tại huyện Nguyên Bình, tỉnh Cao Bằng.",,1
17,Quân sự chung,to raid,/tə/ /reɪd/,đt,1,đột kích,0,,,assets/images/words/to_raid_p17.png,1
17,Quân sự chung,to make a raid on,/tə/ /meɪk/ /ə/ /reɪd/ /ɒn/,đt,1,đột kích,0,,,assets/images/words/to_raid_p17.png,1
17,Quân sự chung,to carry out a raid on,/tə/ /ˈkæri/ /aʊt/ /ə/ /reɪd/,đt,1,đột kích,0,,,assets/images/words/to_raid_p17.png,1
17,Quân sự chung,,,dt,0,đợt sóng (xem sóng),0,,,,1
17,Quân sự chung,baseline,/ˈbeɪslaɪn/,dt.,0,đường cơ sở,0,,Đường cơ sở được xem là cơ sở để xác định vùng biển thuộc chủ quyền của mỗi quốc gia,,1
17,Quân sự chung,normal baseline,/ˈnɔ:ml/ /ˈbeɪslaɪn/,dt.,0,đường cơ sở thông thường,1,"Normal baseline: ""...used to calculate the breadth of the territorial sea is the low-water line along the coast..."" (Article 5, Section 2, UNCLOS 1982).","Đường cơ sở thông thường: ""...dùng để tính chiều rộng lãnh hải là ngấn nước triều thấp nhất dọc theo bờ biển..."" (Điều 5 Mục 2 UNCLOS 1982).",,1
17,Quân sự chung,guideline,/ˈɡaɪdlaɪn/,dt,0,đường lối,0,The Vietnam People's Army shall be organised and built in accordance with the Communist Party of Vietnam's viewpoints and the guidelines of the all-people’s national defence and the people's war.,"Quân đội nhân dân Việt Nam được tổ chức và xây dựng theo quan điểm, đường lối quốc phòng toàn dân, chiến tranh nhân dân của Đảng Cộng sản Việt Nam.",,1
17,Quân sự chung,,,đt.,1,gác (xem trực),0,,,,1
17,Quân sự chung,rig,/rig/,dt.,0,giàn khoan,0,They work on a rig in the North Sea for weeks at a time.,Họ làm việc trên một giàn khoan ở Biển Bắc hàng tuần liền.,assets/images/words/rig_p17.png,1
17,Quân sự chung,Leading Seaman,/ˈli:dɪŋ/ /ˈsi:mən/,dt,0,hạ sĩ hải quân,0,,(LS),,1
18,Quân sự chung,non-commissioned officer,/nɒn-kəˈmɪʃnd/,dt,0,hạ sĩ quan,0,,,,1
18,Quân sự chung,naval flotilla,/ˈneɪvl/ /fləˈtɪlə/,dt,0,hải đoàn,0,Naval Flotilla 129 rescued distressed fishermen at sea.,Hải đoàn 129 đã cứu ngư dân gặp nạn trên biển.,,1
18,Quân sự chung,squadron,/ˈskwɒdrən/,dt,0,hải đội,0,,,,1
18,Quân sự chung,navalsquadron,/ˈneɪvl/ /ˈskwɒdrən/,dt,0,hải đội,0,,,,1
18,Quân sự chung,nautical mile,/'nɔ:tɪkl/ /maɪl/,dt.,0,hải lý,0,,,,1
18,Quân sự chung,,,dt.,0,hạm đội (xem đội tàu),0,,,,1
18,Quân sự chung,to march,/tə/ /mɑ:tʃ/,đt,1,hành quân,0,They are on the march in the forest.,Họ đang hành quân trong rừng:,,1
18,Quân sự chung,to be on the march,/tə/ /bi/ /ɒn/ /ðə/ /mɑ:tʃ/,đt,1,hành quân,0,They are on the march in the forest.,Họ đang hành quân trong rừng:,,1
18,Quân sự chung,logistics,/ləˈʤɪstiks/,dt,0,hậu cần,0,"Speaking at the conference, the Senior Lieutenant General congratulated and praised the military logistics sector for its achievements in 2022.","Phát biểu tại hội nghị, ngài Thượng tướng đã chúc mừng và biểu dương những thành tích ngành hậu cần quân đội đã đạt được trong năm 2022.",,1
18,Quân sự chung,officer trainee management unit,/ˈɒfɪsə(r)/,dt,0,hệ,0,,,,1
